x1,x2,x3,x4,x5,x6,y
5.86816911799654,3.0598402638383964,2.202532601637057,4.6719667388363675,8.018314302429586,8.409094777590372,94541.58647254696
2.8335142510388653,4.066795919149806,1.5208612146020708,4.859393926298921,1.3332414147516327,6.599257464646521,-6399.663052898641
2.8608771326860882,2.057131133673239,1.3676912105132404,1.5064839988915986,2.5514872591925384,5.8098879941521,392.1202834152121
9.638627330629784,7.344577129054981,5.8497312838405815,2.293192372357845,3.3558531396521953,7.635871603592434,5597.397068331781
6.748276131854181,7.183431952104831,1.9858586647495886,8.872759902709,4.841538757150037,3.6095776126153147,-125663.85906324057
6.835638453769644,4.8956046644243685,7.253308134901171,6.802070777175268,6.436892639242914,5.723709743151385,-4982.045567075647
6.221293532038066,4.962919976839581,5.380839247131289,1.7529133768226468,9.996879549706165,8.875036588796855,299873.0280438041
3.968213777602236,6.151631364708407,7.233117967474278,8.641023690554315,7.256585032872575,7.594387975457158,-61598.8102479712
8.400445661418733,3.2801409558243924,2.9871165770270003,6.041798971244142,9.379218422897292,8.001163904419297,199428.74685960697
9.79024168341384,9.064357989441103,5.213948989690682,2.947940457941823,1.874847958931046,1.9008119902628575,8864.131885503293
8.436975830084217,9.006455924226389,4.890441917674997,4.305329629015954,9.838315199227122,8.675040385991139,281172.0055664667
4.238543880309595,3.2930628294438065,6.688081885576498,5.246341116571228,2.977099892752277,7.100507608447788,-11280.020104834772
7.428361408716723,6.399563725136664,2.7977234361821055,6.4964393922119665,2.563324050142812,8.573788806700538,-25596.984273258895
7.239612338414004,4.678763791359484,7.585133890963167,7.119029017944768,3.8103901009341503,3.0521489647344264,-45610.741280459646
6.744608713774688,9.349108285686427,1.3083278546141237,5.7404452304305575,3.147488249847979,9.638759048077599,-5335.589147463012
2.4571926916838147,1.9233769681496593,2.5341600692520725,3.8422260192784545,4.803257684318023,1.2400586291114442,5583.917370810901
6.235645247618393,7.923722146022771,1.6323840897517354,8.066024072681971,4.60469640399767,2.4417881179784873,-74093.0593667002
8.610139330905673,3.2778365582688793,5.709889790162104,3.363145329548489,9.95239511407462,8.663446363057133,292615.590956897
6.574860805080059,8.77034578540221,2.727231127452046,5.785976456399603,1.1883897362057319,7.1457546965132686,-8912.207233944533
7.296687333460257,1.1021392276413886,1.2940554989171955,4.4554828495611565,2.955030219522558,2.8827496477620653,-2550.5597883485825
