x1,x2,x3,x4,y
7.362555445765162,5.610114275141809,7.820517740483092,6.487790567600558,37531.77733518844
3.9412101679002407,4.890778818877645,6.9372945175961265,9.204642537789184,18161.82745566982
5.416091706414681,4.12421052251713,6.233392480011405,5.226274799395816,11937.021279725428
6.244670800958513,5.871008559310267,5.399679104674034,8.328320648869372,7857.745877914474
1.7872878493701205,1.415345799957029,1.9503612041273959,6.534136104912144,60.20413987353945
7.866622064570669,9.675445979335574,4.960696430904305,8.691221373971253,10375.843112477753
6.464591483750085,3.96552432523667,3.270754004282357,7.777636954954357,3592.278913144889
2.3969620381955457,1.8605400463734383,5.339076104429732,7.998170486043927,4846.697373204673
7.738281430106184,2.917391129186214,1.3048033154843015,6.01088746255499,6480.413699960058
3.187294611877022,8.872429602511955,9.853917567528182,3.1152051882769674,102527.68953082748
3.9295142040524884,6.067182088861712,6.81496814884648,3.472834787219476,16669.31565643963
7.873994533734049,2.9552941332098603,5.794684582312022,5.020063749168748,14127.297438604648
9.797725901402547,2.073726445038486,1.7480888382713644,2.325474893613468,16615.476287844464
2.732523937551715,3.446904159781451,2.822799112289328,7.378888546600495,327.0034701056776
2.3339620143509023,7.579411007999001,6.728862247317867,4.961431439715739,15336.303819077155
9.555457598172708,7.572877205930255,9.282976563468388,3.7458275748485543,90941.70203613999
5.067768320902176,8.052453741823218,7.453357023314676,1.7698907374903996,26607.75712880833
4.4729918582195625,9.241943612721286,9.463983766020139,9.044868379694204,84398.88601779702
8.570840700217436,1.9669328950146796,4.383711001041086,6.6315884905169495,11508.292284916686
2.743079253028307,1.0105279448835112,8.440941950300221,4.971204542414165,47244.624650577774
