x1,x2,x3,x4,x5,y
-9.986206887157998,2.4567212079194096,1.9327713487733273,-8.335852127302683,8.056497899360238,56.25792316698123
5.057810204245211,6.574301420343641,-5.097579426234377,-2.740921297360373,-7.8545393266073305,-6179.060221019888
3.4296323237220214,-8.241485732476864,3.7026840726122323,-0.5922510119404372,0.6159360063714718,1223.8369915706269
5.546269628578997,-7.974145159040173,9.37299420887009,3.999529826176973,-3.3155129024823964,130191.96004767626
-6.671384605196917,3.816436466917457,-4.362569784571715,-5.008135535818132,-1.8338834023350756,-2831.3541566058493
-5.211419882249975,1.2432940961673786,8.634785288802394,-7.029526747606473,-8.010449220286567,86408.44848242935
-4.039870682043274,6.183499525743748,-4.031382273470349,7.437797469471164,-8.201314294068709,-1893.4745793547495
0.6344645987517143,9.598524103868634,0.5710349529637053,0.9697126554016844,-1.695013937354851,32.2429267574753
5.473754690963961,1.0217164314010887,3.6139196169661822,7.191810792594946,6.17819103483502,1109.2876867662646
3.935660361868978,0.3032031474507555,0.022716260183127446,-4.345377082750721,9.072025127987832,3.621985739852033
7.0506641360767155,-8.677949235964206,7.1643176746413,-3.899137701315974,-5.242350629688664,33949.42203141418
6.900474115106494,-7.919335134214545,-4.154984733764979,-4.951138216249507,4.328250382665232,-2248.4869813097525
9.838642800547412,8.511212305215267,-4.588820629654251,8.396647752837787,-3.632143371289576,-3633.7864963864113
5.698939067669134,5.88817910379105,-1.9103324094240826,-3.814736644301197,5.56948133435384,-30.65492303264728
7.962690625673133,-5.451912225881799,-3.896634826946876,7.006738634144863,-2.926742895628216,-1626.7888221495193
-5.096503017755005,-4.141653445311297,-2.3590527874695777,7.615436566761463,-4.830223410383823,-140.22140251494216
-7.1820393423386,-5.902874722874736,8.633766315987874,7.117498213669098,-3.7040381653222987,86336.51500843432
4.226740345801087,-2.405484057540461,-0.36403255528291645,-7.802077310210964,-0.05596834539903561,-14.23176882230259
-5.539450629548561,-7.452833270140737,0.8303772242210385,-1.6574161651603134,3.9949283155475346,-19.776088089100323
8.213888043814293,-4.980536224447716,6.526176274485163,-6.471012877745426,-6.079801555234288,21293.29253771709
