x1,x2,y
4.760758042795519,2.3697381958898163,-320.93421977336726
-8.649891814349399,3.119699730107957,1944.7503043368647
0.42183499820002623,6.538920853077034,4.377646479628087
1.701684143885684,-6.58121005352672,-10.16515153532831
-1.0875783113879152,-3.134756392822988,7.0461934034860505
7.469296761094942,2.0858000068710076,-1247.5454161511034
-8.824993183874275,-1.2093735473334988,2063.8642566629665
-1.050191461550611,-7.5420221839376955,8.418068749984762
-0.04103441466403979,1.013726286080738,1.8125188375833658
1.4319653313690939,-6.632518062569774,-4.1731792828331
3.9689026559158584,2.1161177668878928,-184.93826708269071
-4.73882771202272,-8.429882045850277,324.47845079244166
-4.991002544455281,6.7380466910880585,377.6516078545436
4.684198813937579,3.1937753077852946,-305.12131109549426
-9.568602701750233,-7.263565458901018,2633.102084855249
5.054838683493401,-9.260056496482749,-381.99706481739594
-6.121968116316103,2.0390229943027265,690.8967274398166
1.8340796799018655,-1.082952998690521,-16.635526788789335
0.02008690915925193,-1.749131910329659,2.380561199765786
4.991818837198673,-5.8055625403044075,-368.8251963436625
