x1,x2,x3,x4,x5,x6,y
7.708891848463196,4.58151441703229,9.050272039093118,3.999053975900246,9.299321274878183,9.548092563491362,175189.44377845363
4.274489514008863,8.308961687052541,8.094432605350981,2.9558555096064505,3.018650197465731,9.476521589972956,1045.129000161951
8.71853217453479,1.5007290841250251,1.6168867683216737,8.557063136766192,5.098614980702375,6.374885403452927,59089.015689165244
1.8356536404054609,9.139351178242858,7.889953139970204,5.5353465131134225,8.664736232753434,1.5566321357911714,127981.46492222953
2.2352431927760104,4.6411785115383175,1.7311708826458483,2.1981622754372703,5.272114094673964,4.740980096849566,10250.704842042644
6.248900053994704,6.41924461182419,8.87764957196004,1.970121950613958,2.9355185777486072,3.5251632514772324,776.9488004688425
4.725342125813713,9.421499780985734,9.229855075157854,9.656557175447935,4.0035162892082985,6.607519749094119,95155.82034537655
3.4573174227716916,1.90508333732553,9.52490521914038,5.650793682032708,8.093576651430393,8.34316473800053,93390.16364213233
8.764043828952104,2.892834384705213,7.6679253531255815,4.524076068702415,5.736338749811067,9.076444991199068,17761.170831460364
2.386417535628479,8.127874437598472,9.589733714656255,5.195192290586166,3.7642236733117853,5.914930699263421,6290.066890001206
9.925271965710529,7.788217491194502,8.42046314208956,8.822653434549144,5.786193210264383,3.5380460379500236,75201.85639189357
7.835705476093173,3.64327928254804,3.2956882346889063,9.99625529320954,5.187034111095039,2.526734326359155,119210.59193967945
7.846204175624756,8.511630302371628,7.407674149983602,3.242495372151038,6.010031630903145,3.3942209364330207,20141.639548839208
3.6309978868166106,8.647449479939718,4.008606246064007,4.415330202410466,9.449740956235829,3.1403954774904475,190277.71958901474
1.444317930844636,8.144503964345102,9.334863828138673,7.3406014716835495,1.626852168071839,9.22775001170854,23696.373481771323
8.54867183805392,3.7670727585750434,5.650085159785165,7.6885751874251556,6.996742041572507,1.399476716114122,71558.33565151147
4.062967121980737,3.7521300844869185,5.705242562162475,4.5912599597205705,3.142679822125386,8.670712855773557,3094.0051299780926
4.8178534188842495,4.137887520833221,1.2611856920023627,6.37724513761188,2.353585153105313,4.456043138297889,11788.956624733191
7.843523296033213,6.165661290702416,8.156184097620802,8.149276201033747,1.1331988760179068,8.757641878178458,39709.7428633517
4.203110768663009,9.843426020037805,6.980726700084509,6.74796096696413,8.002149793401887,4.122759673215079,97552.16302532164
