x1,x2,x3,x4,y
-0.061450735619102304,-0.8614797678424164,2.601235829191978,-5.1144267647654695,-140.4935603534038
-8.602946679883965,-4.119769325203171,7.123387747668396,-8.50333265610912,-7716.903242566104
2.4803020077478664,7.409410075686051,-8.740208270889351,-4.8472349345698085,-17532.561041851553
-7.0283177485206805,-8.245182731647194,7.941722895805171,-6.4462196505381275,-11915.004668087655
9.225243858199605,-3.6802339258677925,2.9659849878621216,-4.681861358855173,-224.29146526745592
-5.279368262104185,8.364902859941132,-1.566739680738964,2.2525533304535212,-46.76407509084342
2.757063499161827,3.613149841194563,-0.777687796817661,1.7020206617978388,-13.309422032007204
7.355124496615936,0.7324034863832924,-5.5775530594656235,0.4216605824005555,-2906.978840815289
9.25776385978213,1.650464014052469,7.389320975282196,-4.398104555481346,-8952.139544150967
4.7758125196223205,-9.265942693009714,0.696835597766988,8.30951827098723,21.436814106474426
-8.69509845094564,8.585312720069695,-3.695629833123113,4.265249107420356,-588.6109513579814
-8.039107980840626,-9.402998960485325,7.874652093121458,3.316010827863101,-11511.000414565444
-8.301972132340222,6.457744539731095,9.873611280611314,7.661310855076302,-28536.09786687028
-9.084113364319034,-8.870467190140097,2.0465365353346634,5.324668037942574,-29.494569877073758
5.8878077126959045,-8.68516133779899,6.017700235550095,-9.746616823574008,-3915.070842336926
-8.426143384316738,9.62117114358098,-3.539090655282635,4.253969599307741,-503.00033172648125
-6.741908622477317,8.299849745500321,9.6536715049297,-9.41829077138776,-26086.849005930468
4.126635821871647,5.4884040956958895,8.7357418780831,-4.3361650972052,-17491.095233735483
7.404529160475622,-2.69855109278494,-1.9078631228348044,-2.5415466464886682,-35.33464914511147
8.762378932324541,-8.863507522581223,4.470439161952784,-8.19982752699348,-1176.191063194506
