x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
1.7101372865697164,0.9500256693053877,0.6082919168479659,0.9873567537818801,0.25810178600913675,-1.3702816641247713,-0.8646460869685995,0.00805735867555639,1.5227899504358107,0.347653530536464,-0.11994937824257072,1.323234298306243,3.0258551808448217
-0.9943131085344032,0.08939165874611743,-0.0682402161616934,-0.9688828057966614,0.4422938981367055,-1.0986994335699343,0.023800591191754396,-0.05598210692710819,-1.5186832551091762,-1.4302171557848642,1.6212244787478354,-1.0804372729460607,2.1596507629839112
-0.8629682474193858,0.285007338939017,-0.13215423161687306,-0.7972536331271384,0.38232141250137974,0.19293346162830555,-0.5411814363600372,-0.1475287386552771,0.40805967691400236,0.8309393749144789,0.23105622682637558,-1.0427119281342931,2.0013219317253714
0.2539901589045068,-0.511595869496537,-1.2834171856260388,0.11295832878338591,-0.21828174735278796,0.42359064821555653,1.7167200175708945,-1.1526751461843292,0.05006758213851115,-0.5351800410114972,0.4981247397590115,-1.8129859256552074,2.133002913734928
1.9202877485186107,1.424059024720933,-0.834326203601969,0.8807564427763808,0.7785153692308638,0.5192216205956729,-0.5286212960216129,-0.29513881074170994,-0.49701412427950786,0.5502305693675609,0.9286543615705601,-0.7754813513171634,2.810353478140663
-1.2987961898259983,-0.7821205805602103,-1.3399544962184553,-1.0922704883786496,0.3889228573870467,-1.334597051409029,0.6290872948839621,-0.25956905366305055,-0.02809759067409446,0.6952357987375112,0.6358409267287045,-1.161356048901712,2.5209400397756707
-0.9787011999296875,-0.7044952231589574,-0.27040360920029644,-0.8545504720421129,1.0285325562866565,0.63510455518433,1.2048208165937546,-2.2751418288986094,-1.199619120119304,-0.5861521004425692,-2.162117863031854,0.2531120214353928,1.7033856174031754
-0.5596835864168703,-0.3229077711153201,0.8365907446685876,-0.4168991021398972,0.21419779586907758,-0.3107806829967203,-0.528316542269057,1.452198448447041,0.2154458663579098,-0.6669504387992408,-0.5448344714673458,1.229896698984589,1.857634486764078
-1.887038727304272,-1.302356688807544,0.6915703391240695,-0.8989042486639738,0.16553748215110006,0.15078619449414363,0.23070324201005768,0.10317292730953302,-0.2163226902095997,0.3435828759910669,0.42865799167305063,1.2978935282541881,3.1559761060366025
0.8761735552004506,0.39258438115230665,-1.8264732965043993,0.7426937349802107,-0.1371072260925863,-1.0502455337211525,-0.08747962218626265,2.5638135788675935,-0.3551164506219725,-0.8137183776329373,-0.89170034826967,-1.7772150761895298,2.6089064511779596
