x1,x2,x3,x4,x5,x6,y
4.701658259916101,6.656650278430736,1.9240782106264493,1.1664845196924278,4.882548003760954,2.428334239991192,-5728.8020331990365
6.762968523568662,7.051937052607182,8.985401738730243,5.78017557203585,7.833338346761159,1.0711690664232019,-35366.60499421325
3.0811677560297803,8.418065979817872,1.212304587656147,3.4813106630088835,4.038930715704975,7.317679139881902,8.919175389602136
5.574236185157695,5.44547574883312,4.645982603928038,2.9492913311992583,9.441304951737399,7.188245401878214,-12785.54513860508
9.262587100115235,4.459290924247426,5.671322839481232,9.657499776202938,1.9300170338959663,4.892045875607871,-170235.53162725613
9.958446029332931,2.5959615752900023,8.752420849362146,1.5040438393754134,5.568518236792274,4.992834261220863,-244628.6447876716
6.999499608873986,1.8135468024048365,3.8472239982451755,4.112449080877489,8.5828511459513,2.6084409869409324,-41963.53063516199
1.0026770642072926,5.809618862472155,7.079115520095389,9.825479205972787,8.610552677182756,4.150362832022505,124.32696998572746
6.312763322320716,9.571896540716104,4.776416509076108,1.884793105389027,2.80827580080647,4.092165874915862,-24935.98502372679
7.603649944727078,2.267494551771051,8.239808172631642,2.812875934729225,9.036861435631854,7.955517656357472,-62635.05830400984
4.876781394533751,9.711181104354235,5.151928009305763,6.684858919344236,9.542679216664395,6.032079199238255,-6496.950762890052
3.61709328539237,6.044426766174658,1.946139546363513,4.007851253434091,2.097618287855757,9.235400692184548,-131.26296386474704
7.417867516178218,3.6138996232891785,7.6230282829799325,1.1709363072171164,4.311679397308165,8.758484849905603,-54944.082990514245
5.554158580129648,4.313144594964079,1.108624006202343,3.60522222987796,5.976625210804447,8.40896252723956,-12144.557420015055
4.806892081692528,4.051813791013705,5.593953516218116,5.731048436857703,2.155557387442782,2.5307940747118307,-6379.379430203754
3.86298515698895,1.7066778638340003,6.5668086882011405,2.651787958434422,3.2001806046819237,3.0602283433613215,-2100.9826432762993
9.452022643531706,7.157591855037805,9.360124003284028,3.102747026165583,5.034498007608027,5.925531858257352,-188239.69575450313
7.164258559614327,9.819554101475727,9.07067365096012,7.419089568798033,3.6429261248936813,8.015997250517579,-46259.2175435113
6.91259462332103,3.9876903659244705,2.6998541700083205,7.908032051640951,8.315808138848261,8.430730281783188,-38380.37591962292
2.2623973922531113,2.6338416765976946,2.81654434381718,2.4389087263368774,4.222923705756619,4.162947059760914,-20.800128720966853
