x1,x2,x3,x4,y
6.8245244709908945,9.576768109373496,2.594901415532703,3.284444119786177,-36711.068617296965
4.9824000195056275,1.9086828064665617,9.212437597989208,9.207617328695486,65323.87812198187
7.855450871110047,8.364317584666967,5.713168900284045,7.759924431926278,-67960.67239970545
2.15461115495495,7.753122280757614,7.4871428518982714,7.408355617520388,25871.356233746006
1.8662689068474871,6.937966833223119,9.342918802251894,1.754817853635164,78338.48973555985
6.174413706187719,8.252824164679277,8.17030107132533,7.455457599234204,17735.015177195517
8.65182510736911,6.787881849171399,7.996587884993174,2.446149662520563,-85140.07943051498
2.1392796976013506,1.2036135557441852,6.5670333893799935,8.321413717399317,13326.979145551288
6.380683590587473,4.162491135331153,1.09969188668118,9.897009648319814,-26405.26092191205
1.7213170653875802,5.775688439683197,3.884378618945805,3.7646157423861175,997.4515756027835
3.1215639093579224,6.260299074728806,7.869562106595273,4.15863274960415,32531.719717709762
8.492417148718154,1.3368396663740136,2.0555855882126846,9.173852594973502,-110385.92917203976
6.4180991739666275,2.4872867017421356,4.821950964219026,7.074710645910694,-24348.71693712838
1.82725545283672,4.853231285712583,4.252805538718348,4.779122990749984,1521.5491730554152
9.9284003645238,5.816306023301714,7.686132468269524,5.783765295237262,-211611.56204917538
2.128100443028861,2.5294879895847577,1.9660267155600666,4.568664243458441,-64.86220395924994
5.437890725411594,9.155092205501772,9.543554065840254,9.032927464822828,75351.09400015182
6.395700224495616,2.335827030782876,7.915308202767612,4.56647049539643,7433.597749913515
2.768840133581724,1.2356557717957384,2.570523127193855,6.907946429821354,-283.0777858224733
7.957793829164191,9.201863540681487,5.2386180253513155,6.051269152783878,-75292.36515380134
