x1,x2,x3,x4,x5,x6,y
1.4820852958586692,8.49124752603366,4.088005915670221,2.8428562501135035,6.357593440653683,3.093876200632062,2125.030413485953
4.749256822292688,2.4682226702186845,4.1278133471936655,4.808975757017693,2.1473651842364285,6.784577054130349,-8209.19422102494
9.479832745423133,7.54133556979327,9.7482885163219,9.397297226071208,8.825642658922494,9.866146485130802,-390055.666404859
2.6394951835994567,8.712399633470229,7.393880831391228,3.1246700009150006,5.812499753997459,1.584446640762266,-52078.908785498716
8.157962340711997,1.0608245465110564,6.886845671981152,3.4834013442260856,9.225640738438349,1.2845456832011353,-107249.06200233178
7.9043443090813605,7.562152353978187,6.789117944384739,3.1077006718229283,3.9960746520754444,3.4369768746523923,-112302.7649337436
8.930661278578285,7.68391831360542,9.025548176631744,1.445095161632166,7.988558073496977,6.226044769324182,-279093.0311792001
6.838062798560397,2.78553719035527,6.52253450394472,1.224567455508366,7.483645283060408,5.975176079531151,-57093.07911829687
3.5123141642929525,9.90866519499504,3.833135206996004,7.071606878221406,3.164429528306195,7.471931666747121,-1717.6686966396815
6.790723408446231,1.1436981836696871,8.78102568968131,8.429057572449645,7.8934782730088875,1.4896863384460954,-153885.77829766853
5.078861684386101,4.814188151930771,8.232682012097133,2.2146477383223435,7.5291383647642425,6.89312953167212,-92747.24949014762
5.667073291875975,8.773029769719084,7.731218213964575,4.683933977260818,2.365867910733939,5.34803532849943,-83109.98049010747
2.2099780020703315,6.907023044873868,7.615158240974155,5.32565108060879,6.306828278887103,8.716544608068052,-57943.15945778062
3.905599743376703,3.6176151120299176,8.90591185178037,1.3100723101897025,1.3619161900320607,7.105042452112654,-141678.44421224933
5.10650844198019,2.9672301621573247,7.307492438503729,8.478876520913639,8.326921781246199,6.463804661658852,-44767.36339039869
4.923415044403144,8.966671868382761,8.933176203299915,3.0633166810769987,8.342580920457433,1.4781872056044882,-134864.85261580042
8.022076978447632,8.543332428767929,3.3029036070995197,9.265720175267077,2.0355626333438908,6.030891811906012,-82159.67111476
2.417617861796837,9.746699279313324,2.371047718530567,7.739770901196672,3.0704579608268157,4.636743369956417,886.246334943377
8.581639031886608,6.529691154059432,8.540529453887302,3.867131373297256,6.695882591571694,6.776340836028428,-223257.7839624877
7.630154782845671,9.883945562614578,5.3652690800734915,1.454151738095741,1.46470036985307,1.4244023413074696,-75746.63803483263
