x1,x2,x3,x4,x5,x6,y
-6.395925085205361,1.2101472071421338,-1.31655118518845,-1.7534783205918956,-3.2544491698209255,5.021897494808572,11.495633968195794
9.71139600372016,-0.8728023566631435,4.789988132608139,9.778398806763867,-2.8530799181104367,-2.8153894126785435,-6300.551095293818
0.5701855944918837,-9.630213480600966,5.824616898890154,-2.3663685565864885,-5.656433860866934,8.017027771802749,-16756.662893004766
-2.305445373468265,-8.232399727223088,2.089029580096337,-6.203647643367686,3.0597326396679048,-5.21227063403386,-101.11323021091643
3.152529590949598,0.07560694502491216,-2.9422473472960426,6.699131432512736,6.947955807944769,0.7161080787697855,552.5156028327445
9.72972601127692,-7.164362702218949,1.4720901936858954,3.7623956301664574,-4.13840359669736,-0.9069034991925164,-16.532104480425822
-1.378417914861183,-5.222949098745781,-2.8032906193595153,3.78525085933771,2.9527603019185893,-9.316190685813064,434.622656966051
-5.62756275057724,-4.020395991882088,-4.47815952533086,7.6348233662473355,-0.5986557337882541,0.32939399157824134,4504.23473422347
-6.614743027987833,-1.2637427691467717,-1.4320425375900587,8.270076976717359,4.288159420422826,-3.90233007024732,18.255175239062645
-3.83184393807449,-2.5324448597502514,-4.397592020541099,-5.5831106434095235,-1.9935879013182891,7.913210760244549,4114.136463996735
3.4858714842505947,4.959902959948035,-4.236873515173738,-8.948709449595384,5.000160626213514,5.092812425419126,3416.642475620056
-7.627074731022416,4.892968558159277,0.6907224743981715,3.9612510647561905,3.8993138519649193,-6.173735881567708,0.2160221806934422
5.086819514699727,-1.1657579562878837,-6.443614775498636,-2.9587982205515884,-7.369951799317458,1.708720354847614,27771.28912610324
-6.7459495313756745,8.642555535079481,-3.3502159260657915,-0.5942331844529125,0.6014671945280661,-1.5553032125679511,1056.7750286593548
-0.06221961316293978,-6.232734196013203,-0.9651965857138745,7.595004260062574,9.89004824480476,-8.681190767118869,6.061916636873391
3.5556893870106183,-3.7343724889498713,-6.89847915158373,3.860812844462842,-4.349548538124655,-9.144179300185389,39060.23031520639
-1.2405777982110866,-3.8103372000849127,-8.998197205666969,-1.1864163752528274,7.250233641209501,-7.064472979923053,147474.0633591085
-4.539536063046725,9.782899588592244,7.618438912487189,-0.11249560060407227,-4.4358013420934554,4.67165673968881,-64155.87649470433
-7.508709229108392,-4.483446242534599,1.5164128762211941,4.267536208499841,8.013264056719564,-6.250418721039718,-19.92750831267587
7.058020793702408,6.227640940602434,7.601593439896199,-7.218978764452091,7.125034542603281,1.8176711382002004,-63448.98913866906
