x1,x2,x3,x4,y
2.20828114718262,1.3879830171847987,2.0732595550042645,1.4583562647114607,0.1461488846884882
2.3498440532864238,3.0610968176035973,3.904191921605234,6.169435984774389,1.0250181789018669
2.3411717384773323,4.499715792421499,3.5392096259444785,8.439199311917854,8.765359538645127
7.59816397539244,8.228272644797475,3.5984545594772355,5.733773474370134,12.46081104166378
7.440895841467841,4.580834171190167,8.595412129289372,3.6409777694552994,9.123997336224564
9.665331930576519,4.3653051753499685,4.472895689065063,3.6189038573867647,9.254242912546806
8.696820970428764,6.007911977209155,8.599530671594605,3.0994525220490248,12.782333648604707
7.55770673396088,7.709077836569695,7.593627297177658,9.439281173672518,19.616982459631583
2.119091528558891,2.0954827692524516,8.708661721555483,7.998845128615857,2.039024658099374
7.4936863510384635,9.447886416045154,8.394709237478867,9.49891110715237,22.039624608723578
8.340811728869067,4.281685177146127,3.8413109858943653,9.284914816485584,8.296703542974061
6.840024986291969,4.763330184145676,6.490367275136231,6.313403406375161,8.217818277841753
4.586632470765961,6.502267927610189,4.231108420837128,5.916276257246782,9.728090362471386
3.428711724189222,2.5872580445305755,4.430275033952098,2.438687320111492,5.839066672268132
6.725773012239392,9.622587737872546,6.176865933048164,5.398561407397499,21.5295198680955
4.424902417498984,9.233650706066179,6.530489173672875,2.8594788264760544,25.865219726834802
9.505369992762498,9.320987281301967,5.28088840011241,9.181221097954488,23.860153919904107
5.496504106027039,9.905788256850046,5.511067324590149,3.642395091140232,26.37379507737449
4.375151391090776,6.733653619202311,6.257107055098636,9.111759843464835,19.677486089001057
9.581899083232107,5.063232721556455,5.682862578360923,9.1232147625857,13.871028132989252
