x1,x2,x3,x4,x5,y
3.411854905334503,2.614408372960855,3.882955524046427,1.1558132016689475,3.7999770583335977,-12.532407807340295
7.034867688485472,7.694321203126348,9.097858334330633,7.592272732814547,2.229539680518823,761.7150247905904
7.283281968940629,1.6145441600598358,4.449461900850911,5.892189843501036,3.0013695692334004,345.85619059224064
1.653830117824495,7.359345799726329,8.779494217790697,2.889261863971601,7.930729121481538,31.717445169539985
4.621190488366301,2.8800658452736925,2.746174087581099,6.3689374656529125,1.6500881545922597,447.7957198699121
4.33173938556636,9.46708374038902,3.4076659287473445,8.403511810247492,7.818648822609835,1047.8497385440367
1.2313010372925253,2.745397971553126,4.37996954035255,6.597850916703919,8.347492006500861,509.9511711732473
3.1946337890474,5.256508148374225,9.581538829515365,4.886215939376365,9.474123611854774,193.90732882084413
7.312138723565313,3.6711907801492067,1.523582740928527,5.555250108738022,7.7430460659992475,287.21484047149175
4.146185136332101,1.9232190177377515,4.967692462241316,8.65666785911893,4.417705340388904,1153.3858830954164
6.784594449873117,3.76456320774147,8.552386391859173,3.314079057685851,4.862090279989408,41.16856104848051
6.331421549802346,3.1968859922894954,7.4783021586971365,7.556441303235476,8.28518768802395,758.7897589419923
1.9025773659390863,1.121254312950196,7.4554965907245965,7.551853897082049,5.316561011758819,767.3811643511207
9.828789916012694,8.290265621997193,7.04832122149726,7.141971460661072,9.675731558287374,626.1781591939456
5.416133528269621,6.67041949084134,6.069352627313306,5.995783711707267,4.915071371758863,370.44939135396606
4.090200987511061,2.847824011617897,1.113818451947498,1.239617312270357,2.5577384957051708,-8.85509148231983
8.950196700284925,6.744889947352766,9.082198824166474,1.167810884000561,3.840247701261822,-28.931010510496385
7.7667014054604255,4.491369455923499,7.214119256799969,2.669666180877331,2.37329251912209,12.68667349708973
4.062276494723151,5.0293940165723745,8.241592149286419,8.888252467133237,9.000587796215727,1248.1284044698355
1.5634416372917594,2.436342873098689,2.4012062330707433,3.8481436914807956,5.660591289326832,91.97909520009924
