x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,y
0.2646414183673945,0.18083351206437942,0.9317923207433448,1.0833967004953282,0.651810734639722,0.3219991795835878,0.44173520870443833,1.0382394972115434,-0.5483732241276777,-1.9024341365913942,-1.1074464233231862,0.18617660134272462,0.2937191643550626,-0.5462378411868406,2.068157168313322,0.24371465505399237,-1.0285186007958884,-0.6624096783076548,1.1236823115839345,0.9932308368443575,0.22460882510730373,-0.9533141125968033,0.2709065280538582,0.661459706892289,5.835683034215069
0.3547636747157411,0.32216515269595447,0.3323515113205567,0.575771170669316,0.15783108773129018,0.3823428455451984,0.9195222562704686,-0.1336733712641994,-0.7795346059375063,1.7270479641872285,-0.628633188575337,-1.9620335777127662,-0.3143307422472282,-0.32503268984838746,0.9955106523289453,0.9015901315586581,-0.6689689623628206,1.123395388974675,-0.7819959021598436,0.6420951305984903,0.3025737443153755,-0.5161940123514684,0.7247764443964932,0.6602303872176241,5.333520238270816
0.029540003304935843,0.4922592890235425,0.4668738460833207,0.8354718712454894,0.22198335613263076,-0.13256816419634612,0.7819481064564172,0.6278614188609167,0.22989884865569715,0.7487327215614725,-1.2496748026591944,-0.08351945222622262,0.3365913607398599,0.07737951228705756,1.8608088692789886,0.7082004331425938,0.5199327689461369,0.26335481482250084,-1.9077900191577264,-0.45819776738238194,-1.9901395067045915,0.08634714345305694,0.004391592308722769,1.4310190085314756,9.653062171277153
0.33209574895591776,0.4813031817723177,0.3826802839265109,0.7883413993462761,0.71446413104265,0.9125884712867774,0.0562371348784003,0.5418651046688453,1.9302876238886444,1.212605429995699,-0.9935086731553121,0.42663934593194736,-0.6221579343684205,-1.628343484329046,-1.0962460134393055,0.7485114939225458,1.6378899856526787,-0.27259777148009917,1.0235894733147253,-1.2016276935121706,0.03762713524399262,0.38308013989873985,0.9456868399091017,-0.3129485103831064,13.9130849868817
0.42557780981476845,0.24147690299029714,0.8232019396186007,0.7528522197154981,0.9921430724070008,0.588885297389398,1.7448058887827234,-0.44231142327895295,-0.4711214835277424,-0.6987076917189544,-1.4685563657402896,-2.102977691968993,-0.2780480914501587,-0.5754680261278056,-1.0782013226590093,0.8308349368274206,-0.38588254925540905,-0.12894971168758523,0.577743325865752,0.4395108994917831,1.3255756520003048,0.9960967612480975,0.811442776685987,-1.1241823355191431,7.183464949482538
0.0430835557184126,0.3367709276705739,0.8060154619406634,0.654330332215727,0.6966878598803857,0.8486725346455664,-0.5588805574794582,-1.8257571227020173,-0.8940388688934753,-0.6014995577950152,0.29644140971494115,0.8049152353433677,1.3228789245982047,0.36035463301349585,1.275978091332179,0.8062634301992425,0.8550707131987553,-2.795212677387962,2.439066948721327,1.7830606266888933,-2.6308395574451744,0.4040848661295722,0.9370635270041267,1.4984973509462398,13.633131120924306
0.47051112529833305,0.31812453559666715,0.8570502806211489,0.7658760407753509,0.9886879146362837,0.14079158961420282,-1.3619042295016195,1.6031524258535408,0.08599022000865282,-0.3801909047308185,-1.1110058002204761,0.3548967363124885,0.6597139687277855,0.4058379311208955,-0.4649518180948067,0.8122450971136129,-0.028720573431297313,0.0464104258829953,-0.23912654545661546,0.038127120098821146,-1.0187554520198658,0.20884796393127814,0.5926629736675558,-0.8332745910683336,5.97161668765404
0.15011504912697968,-0.1403880909259085,0.07134438250033032,0.9560546220991895,0.569932716365858,0.03338563750694025,-0.259913246653477,-0.6171411458403326,-0.5991468098978873,-1.0069504993282783,-0.177199423457808,-0.37470006866833955,0.8715106485673354,1.5405455788585491,-0.05273855380271824,0.35955325912939495,0.4246685582864921,-0.8696908733358544,-0.2102970618221893,-0.6148066088619522,-0.09853408979422361,0.13669584377914837,0.23424715507112015,-0.4882041409178807,7.414713018660802
0.26658848937920765,0.37869136066375725,0.19025984394423906,0.673629958716441,0.3522134029978067,0.2903351639226803,1.3671969439913845,0.6383075882682707,-0.7336557758379246,0.021455916033151542,0.3983792933206822,1.651804345936657,-0.173602555170549,1.1680193323571975,1.247461026684133,0.9883516442917126,0.45907273955466116,-0.522319026001656,0.2870994098791111,0.45422220008495334,-0.7775584926420132,-0.5277461654215961,0.6183231140625178,0.28741793716303,9.16296938032586
0.34594662030385237,0.08018646390529799,0.629412096298039,0.7257572992584893,0.5194845872863296,0.8964130899403429,0.1968058813932656,0.10126102183684804,-0.1251372874348969,-0.7398561962793435,1.4902353496804637,0.5662105495099415,-1.7550691179096582,-0.34671640264864106,-1.2080130722201063,0.3881792566543234,0.2609515073820784,-0.9909480638783134,0.19009018316959103,-0.5709786808910692,0.2819171770736256,0.9761323718242508,0.8037568669385613,1.1168319347192814,7.765154009144526
