x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
-0.04220997525184933,-0.6174070060151935,-0.5491720097500559,0.2474038714592749,0.21477843635579727,0.7538478037070614,1.1389197063661063,-0.9333296696126041,-0.4096742938472296,1.9304770034681098,-1.2310973473143405,-0.7483254506448352,1.1632295956233298,-0.8528342397499733,-0.49470834772013933,-1.1086752582457577,-1.0417414861739558,-0.3647794421871819,0.7872924671573164,0.3741909678104991,-1.7073602081367625
0.5026659855853737,0.06048509883417208,-0.5010430273222696,0.7906356795797205,-0.09407196128075378,-0.6701972926317978,2.3937173582680287,-0.6937572991331789,1.30903432168735,-0.1880650720630126,0.8995658082241995,0.5867831969707297,-1.0154501963931812,-1.792912031325489,1.5863668788108516,0.2630053030769591,-0.6195000731808376,-0.6652703560436694,-2.6979064320358206,-0.3830844690945879,-0.30256780698102187
-0.01817640538211246,-0.662835784329948,0.7911934986483861,0.5272989248155446,-0.43173907107629955,-0.04954973349735577,-0.7943824089649754,1.1460306958810134,-0.5047728715228128,0.8113636987219944,-1.1680541584234692,-0.10453962504056173,0.5262957610327772,0.6211957147608563,-0.5703707259454783,1.9448987521686643,0.7877565948617067,-1.2591382364513974,0.3256497986765792,-1.1668516498755268,0.04402961612105616
-2.445729906511693,-0.12748768926948006,-1.116032016836853,0.01853647641167453,1.9154294775510676,0.5790378772129628,-0.2971435736397434,-1.3785146808767146,0.25858213562051374,1.2466572878129045,1.5447026746413237,-2.189037945973506,-0.5647043535198125,-1.4364508354151684,1.5164392126023702,0.22957202000557153,-1.9403759179293394,-1.0409362344849282,-0.888513756526664,0.8960356944945843,-1.4687721312251036
1.4476323052250812,-0.5136621940142989,1.150544221149475,0.9204040961936668,1.1464013429841653,0.2969588045085652,0.5352050338942099,1.2140794940988857,-1.198500033341369,-0.18378509590037057,0.28016537521702833,-1.2542665043922407,0.5856086689271546,-0.08867956105983028,-0.489038583567376,1.0508996960388823,0.32491231607429866,0.1098734023555979,0.7277683726865448,0.7937418945814043,1.9131640101122933
-1.0407738500525483,1.0768070185944887,0.8563133619899119,1.0587177837075907,-0.5452218089590661,-1.5806411054314868,0.1161271953932878,1.1234194525700754,2.800645272881533,0.7300465600645856,-0.5424693998881196,-0.6527890664298794,0.5828888591840313,-1.8234564348746416,0.21715219979605466,-0.5010896257614997,-0.561839898116159,-0.10845074858638157,-0.11657979844975544,-0.24723939671276957,0.6747246313832042
0.20129404699389758,-0.07336416587489493,0.9118085829921555,1.1506097562455253,0.9042378229755441,-0.675198445813852,2.3731016301876884,1.7139650206592738,-0.19981161483397802,-0.9967344365548878,0.3318063473522814,-0.1465074326772637,0.4693715978730089,0.9071907757110061,-0.42786063884542114,-0.391550721109376,0.5542541066015138,-1.2647213936699269,-0.3398993781515694,0.630599817680094,2.6672542212617523
0.5492553361149477,-0.5175371000673248,0.5470493454810849,-0.32087994540235704,-0.3008378170889383,1.8018938935428266,0.601894103386557,0.5694490030996056,0.12836852697171475,1.0247671386135733,1.945033050920391,0.7822863087669022,-0.47220570047178334,-0.07905685284237371,1.1779187420902981,-0.9803564658976971,-0.6487799514848733,-1.4444100680959298,0.5715907794896491,1.6078536002092314,2.0302571678372288
-1.647516648187416,-1.0789602842213122,-1.0121546543240085,0.8597223212361431,0.6549529739253543,2.6011120847673737,-0.73352707842699,-1.6715339337069781,-0.33176439212035885,1.1287486632256012,-0.9019809358651072,-0.8848112466506589,0.9425222128660669,0.26858426685104336,0.9942387119950212,-1.3835127180226545,0.5333617058142807,0.17018075396841917,1.261049155298748,-0.4228757060321602,-2.3462820488580043
-0.19730896403966652,0.650232664824494,-0.10245490780298419,1.113445000865343,-0.41487765628169015,-0.33153485534909544,0.907975848304229,0.17687022211477288,-0.23619715069122052,0.05985686087157924,0.23653115286834492,0.8446361541046751,0.7286729636084475,-1.1205811461863249,0.34905437088863467,-2.0351078273568755,0.7151727322827479,1.209253445269873,-0.2958314862007294,-0.5522059810831688,0.47006191889611293
