x1,x2,x3,x4,y
7.666776905272933,2.839820031884225,3.4345142996203366,4.049041895886855,-2895.522104108378
2.980460952165698,4.666378503833665,1.3403590507689107,5.345066412420071,-10928.600060987932
1.395463064361882,1.763810338272332,1.6216222129665567,9.641634080586494,-208308.5707395867
7.893019110935976,2.6492413389109193,4.908181792568669,7.693165641951991,-67555.20274053465
4.698253546032403,5.036732447653521,4.8449654610329596,6.868105538772773,-38265.860266168194
5.264092720683928,5.441790735565513,7.940466340601035,6.836397878079427,-37408.51812047482
5.373912306111905,7.559928520292196,9.987378731538726,5.996503168760717,-19468.038621464202
4.509713404215624,3.063121367852365,2.650239102773018,8.29307714175985,-98124.91803962334
8.249584140133662,4.969135450821945,9.93016199927062,5.056854459265002,-8463.298717471458
7.4675173213962625,7.8034882738619995,7.052572561288649,7.711559894673264,-68345.73196657529
3.4176832965559365,7.377329346894002,8.177762685876369,7.155636504478386,-46934.54963522292
2.085517249614257,2.574429846161056,4.208620922921261,2.5623524132620226,-288.06114917832934
2.806391026771983,7.043945944335344,4.62726124711174,3.7470280306263537,-1869.444817167915
2.7326960083220673,6.296676876354658,1.8217832774226532,9.405065186050741,-183991.15213391883
3.1768469598144002,4.101398341291517,1.1180034992551273,6.553131134327164,-30238.142639123325
5.2299141559883395,3.580640394416509,1.2292752032886272,6.084184340737293,-20921.34219674868
2.0245076606450416,2.5859415145397726,5.848215842360235,4.727599990949459,-5914.610939364968
1.832907773692045,8.249455876507849,7.843028117191109,3.5962562492868564,-1512.7141638973594
7.289856319742383,3.4828206482898754,9.393767759876605,8.370315433297863,-102872.42645337938
8.1443857702555,1.70222152717808,7.063048836282948,7.241753629424762,-49990.22389208009
