x1,x2,y
-1.5653533415601428,-1.7906337872091562,-2.321211752658659
1.7770890042535523,1.7052349438091987,2.928591869308934
0.3162111059295034,1.978591474074658,-3.2733627336616973
-0.3856147504531462,-0.9368277031232695,-0.5450617773245001
-0.48228485382461894,-1.603673625456322,-1.8544310071955574
-0.8036159106689649,1.3397789107055669,-3.1311621666459613
0.3546749766895574,0.018829051794481355,0.02863171245698045
-1.239007060334214,1.2329838145576315,-3.9989484557694266
0.16143523438198804,0.3043517477705251,-0.04139328178112904
-0.6410484977494799,0.6414117481664694,-0.9543023212541908
0.9854447840638696,-1.5675113453742946,-3.5233042813675644
0.7724873889077517,-0.18332493475607148,0.055261581249889
0.03211336740494941,-1.1080512229664405,-1.263344209994083
0.2133571245823105,-0.29494297675364534,-0.1450634021232901
0.15072652130340147,-0.9585229771600439,-1.0615289926322653
-0.19905052966636783,-0.969979712230133,-0.7517289684531981
0.6821221458353164,0.8289587875628799,0.03697099420663963
0.9971853502788726,0.8361534729987823,0.6304372610999655
1.565645500379437,-0.8599150774242079,-0.16688510778984567
-1.2385513354936872,-0.31120707507048806,-0.6613786072424913
-0.8682227562024569,1.9929215454009457,-6.029273948581373
0.291160058669623,-0.9044171051514724,-1.0689590099113326
-0.4025293371420249,1.6833332938370456,-3.543812900630293
0.29743318990556045,-1.4534470752319204,-2.531655363432515
-1.5909767946333444,-0.44822537013917607,-1.5013357476085587
1.0016282492051247,-0.27492692256740936,0.15148696789636806
1.9584535073768237,0.17567525617041824,4.069053546454552
1.526312341942182,0.7635853645785042,2.360278183185261
-1.9530754287886425,1.2841191680634552,-7.881950289483587
1.121056903096695,1.773411852987929,-0.4524394544012338
0.545424098265566,1.183311977305494,-0.6736919561918018
1.0051216589399927,-0.46595711097307335,-0.17773771097296198
1.0070395024170677,1.7475091596091321,-0.7833437484189019
-1.3697766302348815,0.8814421645981607,-3.2693669059601773
-1.8783215788724754,-0.2703956073356424,-2.87866950477662
1.8038090032577,-1.7408793183761913,-3.2363236327924523
-0.12458888157402281,-1.5266704822690143,-2.1414835520816244
-1.3153600851485039,-0.2625755061594317,-0.8614642519367692
-1.4493111163536323,1.6533506603401626,-6.6519288625151525
-0.550977253528131,1.4041873719134097,-2.829049194207041
1.0021762890302832,0.22141977594796458,0.676146475246648
-0.730258461879389,1.2528210866941243,-2.6791590497054694
-0.5049044975114176,-1.361940628394266,-1.231589612776465
