x1,x2,x3,x4,x5,y
8.197436603175879,2.467312662768288,7.485545715100747,8.639208472938105,1.5460468912327316,6909.141684369806
8.91817297233929,2.5450326095108173,9.447887890338649,3.5465518008371206,8.723340108951902,15961.795463192699
7.402529088085861,8.091991899000053,1.8633751881516298,8.458976641953292,8.90431841871612,-40627.274103890115
1.844096090285615,7.936522761135841,9.028807258187156,1.624640164076471,8.882682360528234,-25833.882783540146
3.1435335928190673,9.685306008205963,6.582595009965647,9.431849641235143,5.592804338814247,-98833.11109905296
9.001311453685286,4.641898692080168,4.531681668427483,1.6150587863860033,4.905686709664149,-18.970885480459742
3.5855387879540594,6.035716823522199,2.7494528706154244,8.164248585750943,7.688401934876457,-9419.034712493214
2.2361699643666078,2.607827784187662,2.16940317803923,7.18791259590616,3.1567893003507375,-89.93407818115921
8.379228827901501,9.692326872568813,2.546342423648881,2.0134275853725545,2.0014472313835507,-101102.74291244305
8.589695452348927,3.3505018430963274,4.435834164867703,1.9400008075438209,8.561682697188498,1750.2204207476004
6.551791735276904,4.41458752066872,7.557201117356089,3.0399569836237292,9.548768539267515,4534.885591969929
4.335067315446539,1.0221233736048996,3.1077203420312234,3.445974067628322,6.741831480478635,349.84430128015595
9.283246136796278,2.0595633407388982,3.1859262927235044,2.738717626666239,7.4430165809463,2119.1252501243066
7.783158119598099,9.598386738157105,4.497752401494435,5.211232508498934,4.257246879785429,-95862.04056084492
8.700323256803069,8.61804001801888,8.340469476135699,6.319906806546613,2.4630976178474127,-46699.90595918076
7.238937817283651,5.260374365139921,3.3913936386983106,4.721746262909855,5.121220522485288,-3663.887507153255
6.455272931040675,4.197688714099236,1.4163647815245453,1.1768608713880213,6.954577412962349,-904.4521700168535
1.2465288845882223,3.827861447408605,7.217792712052719,6.282659990549751,5.1682550320560425,3886.3293504940184
1.1535455033346835,8.979672117358366,1.7050567595371846,6.931795854492382,5.06179045496028,-70060.78300924606
7.735099301771732,1.6907706374531202,1.5912522241651885,2.359541985811504,7.690052641418236,1129.580947685085
