x1,x2,x3,x4,x5,x6,y
-7.914658042483012,7.657352983789416,-2.9951554400267355,9.16323448884149,-8.670612742209713,-6.230467902091748,-6542.331676319386
4.0354945747989355,-8.11620057869325,-0.09031213185482301,-2.6173230483013654,-7.777981360691668,-4.711624595656039,-94702.62423136445
-0.6253000752497595,-6.924796572121306,7.864058550414509,8.968022263515493,0.022988517771336703,-2.338876179441094,-28847.03677438479
-5.839562091117784,-3.9377081545268666,-1.3329445929044947,-7.0056086440427805,-2.436335696069931,7.913801627091246,-1795.845379600158
6.005699728020712,4.274305580154767,3.734716767448079,-6.139113808194532,-1.523641393905045,0.3518029834361531,2524.6289120311344
-1.595055731209511,7.590150623283357,-6.742979808374745,9.871825563070082,-9.023718403472174,-9.836555698371296,-20604.228778024368
-3.642094430869191,-7.300907097856218,7.1528020711736815,1.355247367184841,-3.58146586014342,-3.995166445045106,-38134.05332076767
2.3471748037662046,-1.6938752942626927,-8.47121733609779,4.820931808433471,-8.476661253342453,-0.04081142597058118,-48378.67344615895
8.249511247344397,-3.1101323382664603,9.094794315217268,8.833455276076464,-9.865540064118179,2.4736489068197383,-103566.8220016708
9.963270826003864,3.4533486154970827,-3.982624788413216,0.4048886289585152,7.385418775338955,-2.9416705950728765,25017.362884718437
-7.041446582005619,-3.8831941331462634,-6.656994881493792,8.441595555432997,-3.4115648043609426,1.255548935903823,-2225.76286757374
7.094732066176093,9.635226466089303,5.338765166638471,5.125182697346261,-0.7297986264017968,-1.2238259738514206,149401.19180427477
2.711168207022677,-6.053355852181108,-4.7278200210028265,7.989941800759823,-7.850312143091525,-2.4068187802389485,-47489.184904309266
-3.081321277833191,-3.251452940268136,-5.62865484554238,0.5456365996634194,-3.0673619532457046,6.156787760412087,-1042.5219817137865
5.3626595556615975,9.866433033195065,-8.018747812802767,-5.26432876849813,1.1611693153333373,5.0617921383755675,168111.94533788058
4.512902866874375,-9.765305513059774,-6.971524426919107,9.559519540722746,3.523756267986265,-6.033995815119706,-159392.48594981994
0.08923240529317589,3.273572610407321,-1.4026354415871403,6.81184703135844,0.8674574049547168,-1.8633538976921393,674.5682535558086
6.7441531879784264,-0.619469229720357,-2.2129650038868,0.557669453265019,2.2583162481506918,2.6365370327327664,59.42042974696703
2.4518947372673505,2.8544633747962056,-4.598215658127513,7.789513623728304,-7.517161156346965,5.143863622332923,-26122.276373918525
7.921251541366125,-4.6276880342723326,5.781080729461985,-1.3551995901874179,-8.504120731445395,3.7603273602571736,-52837.98050267742
